sr,rr,t,lm,bo,rem,sh,hr,sl
,,,,97.57767937992452,,,85.09906567440224,1
,,,,100.0,,,73.99946061801414,3
,,,,97.01872447129185,,,75.86280634449955,2
,,,,98.27499026502451,,,88.3645578676041,4
,,,,98.84322204524572,,,,0
,,,,100.0,,,75.2722614924117,2
,,,,99.22845416109185,,,,4
,,,,96.97091898365936,,,62.71694520657898,4
,,,,98.02156664949132,,,50.17684816718928,2
,,,,97.54626051736334,,,63.06003425070968,2
,,,,99.81376205121738,,,77.28062716147912,3
,,,,97.91405705073328,,,85.41825156005467,3
,,,,98.44491102559994,,,63.83829052340784,2
,,,,97.04461334308786,,,130.3120020224745,3
,,,,100.0,,,77.7324143166693,2
,,,,96.3475196449653,,,77.27672352610041,1
,,,,100.0,,,55.65548238247084,0
,,,,97.64296316894948,,,53.35801948276408,
,,,,99.82712789894838,,,48.25356803041965,2
,,,,98.23521373240835,,,95.57128502856298,2
,,,,95.62140008860544,,,93.18676426415227,1
,,,,97.029676464065,,,74.97821101833216,2
,,,,100.0,,,56.776325328243786,3
,,,,95.9045263454328,,,70.83712483290135,2
,,,,92.82414892847432,,,96.32157262278758,1
,,,,,,,67.43767674669581,3
,,,,98.01490513774291,,,61.46935828050733,1
,,,,96.03640990128108,,,69.28499657897918,3
,,,,98.11685816529872,,,70.60708575588743,2
,,,,99.18075305982552,,,86.07130193856567,4
,,,,99.2601130192706,,,41.89153192235964,2
,,,,98.75051973077274,,,77.53993665995813,0
,,,,100.0,,,64.54778639364498,0
,,,,100.0,,,66.96687025099354,3
,,,,96.09372341352504,,,86.31689584995455,0
,,,,99.2508109343,,,,4
,,,,99.14229119641236,,,77.69895467717008,1
,,,,95.79258689416253,,,82.21911681974578,3
,,,,96.90066668693926,,,83.69411025206898,1
,,,,94.7468523746463,,,85.60300175612323,4
,,,,96.89742575031302,,,83.57857517697371,4
,,,,99.28889925141584,,,85.78898781196877,3
,,,,100.0,,,61.78796503705676,2
,,,,100.0,,,95.48510526715704,0
,,,,,,,57.231544693514095,2
,,,,98.81564770413424,,,80.55516734173976,2
,,,,100.0,,,64.78662640170174,0
,,,,100.0,,,49.232794018730175,4
,,,,96.88407619919816,,,,2
,,,,97.75371992904456,,,73.22324915301826,4
,,,,99.38889029261072,,,95.80363251089514,3
,,,,95.2977372944984,,,102.29508856958316,
,,,,98.7806375865996,,,73.05538936131593,2
,,,,98.87748781228215,,,54.16456769095228,3
,,,,99.46900973467216,,,55.4081886170287,1
,,,,99.74870953276468,,,86.57803969113515,1
,,,,97.32074213099456,,,85.62235883711739,4
,,,,98.87790083273534,,,65.88948572814937,4
,,,,97.17109158282172,,,57.38658105326456,0
,,,,99.91811809302776,,,89.88412094159807,2
,,,,98.41135332323128,,,56.580162250791126,1
,,,,99.93906985348436,,,68.33531713744627,2
,,,,94.36112559981363,,,,2
,,,,95.41695465676604,,,44.986418273177065,2
,,,,98.63971224826729,,,89.30022382854092,3
,,,,95.49271806582728,,,110.70422055343003,0
,,,,100.0,,,76.70833232797244,3
,,,,100.0,,,74.48021084454507,2
,,,,98.92216856318365,,,75.66488151548205,3
,,,,97.37223486740572,,,78.37274083057949,0
,,,,97.30464469110132,,,64.05039907384929,2
,,,,99.7908787072567,,,58.13501012160775,2
,,,,99.22307249509365,,,69.70336271349836,0
,,,,96.27738920891716,,,77.30402879797985,3
,,,,98.8407539576542,,,60.02384339945026,0
,,,,100.0,,,54.80087059665891,3
,,,,99.13495917165189,,,68.39369808638484,
,,,,97.2567724126654,,,54.99882920794742,1
,,,,97.55469349741816,,,85.07695417779371,1
,,,,97.25409936143332,,,40.0,2
,,,,97.11621135564012,,,,4
,,,,95.57784284088358,,,96.20294707643772,1
,,,,98.21601696303924,,,71.67422259282326,1
,,,,94.88303995869238,,,77.75893989407395,3
,,,,99.55866344717656,,,73.06620437990715,2
,,,,97.34280584138033,,,65.59022519320433,
,,,,100.0,,,91.42789649378292,3
,,,,96.01198827612976,,,,3
,,,,97.72881772834396,,,62.57277660319482,2
,,,,98.22129764547564,,,84.85142967558768,4
,,,,95.69037435922834,,,46.0402164789822,1
,,,,98.978750746049,,,70.71864718567176,4
,,,,95.70333869193486,,,67.21564376034785,2
,,,,98.85760223427154,,,70.43768026318197,0
,,,,100.0,,,67.67424345666886,4
,,,,99.18680171442524,,,80.6263135760077,4
,,,,97.11247849732752,,,91.49529330059944,1
,,,,100.0,,,81.89005387178472,4
,,,,100.0,,,69.94629573198473,
,,,,98.49818172784056,,,84.4715013781079,3
,,,,96.68808281147268,,,207.43024338048195,1
,,,,98.15376281362116,,,80.41393084485217,2
,,,,95.56632189438643,,,90.72974841710308,1
,,,,100.0,,,40.0,2
,,,,98.61422254411578,,,75.40146596628358,1
,,,,96.94585957002748,,,79.61780165440054,1
,,,,99.04241397261292,,,52.781464325385535,0
,,,,97.0074390706949,,,78.31156827632547,4
,,,,97.61116782155736,,,88.72425987808874,1
,,,,98.003679208748,,,71.6418787322795,2
,,,,100.0,,,84.84809073204039,1
,,,,95.74631202546146,,,90.3412999300597,1
,,,,99.55330310441065,,,95.13695658243972,4
,,,,96.59268327604468,,,92.4323082128329,4
,,,,100.0,,,95.48410149376028,3
,,,,96.16657179413798,,,67.50678696676188,3
,,,,96.21291962702924,,,69.14801471832479,4
,,,,99.5354669124735,,,40.0,2
,,,,98.00285870355702,,,59.022479014024576,2
,,,,99.63351788940764,,,93.27673590178708,0
,,,,100.0,,,65.9271523900779,2
,,,,98.38197501110037,,,80.96382559276798,0
,,,,100.0,,,78.6108991418517,4
,,,,94.11152642011838,,,93.61029247715014,4
,,,,,,,44.69426594552629,2
,,,,97.6096223326811,,,80.28945142264111,3
,,,,100.0,,,80.04551089150287,0
,,,,93.65376234266311,,,62.13303791041496,2
,,,,96.53944093387447,,,89.4037017369812,3
,,,,95.37055551592437,,,54.01447055114163,1
,,,,98.42970183173564,,,90.96803770845588,2
,,,,98.50606307612452,,,42.66471360576928,2
,,,,98.07534507024242,,,61.42619614772276,
,,,,99.60547838558143,,,72.90168085983015,0
,,,,100.0,,,78.26489691696885,3
,,,,98.72781473004166,,,46.978743774466224,4
,,,,95.33533192295636,,,90.64364093377336,2
,,,,96.8887753862115,,,86.30340037592599,0
,,,,99.36963590026004,,,103.54969622136367,1
,,,,98.50374164842916,,,,4
,,,,96.71323184822728,,,63.95384984312855,4
,,,,100.0,,,58.9305169459968,2
,,,,99.18149742381328,,,68.6911269833994,0
,,,,100.0,,,107.71222574556276,3
,,,,98.76088342397716,,,75.71410746669237,4
,,,,96.57356849288772,,,76.35380838516984,2
,,,,100.0,,,95.6919137445252,2
,,,,99.3652677050293,,,57.53206760882215,2
,,,,99.06844015388958,,,83.08440421556352,2
,,,,99.80784302836342,,,82.74514500816085,0
,,,,97.4790110229011,,,89.36036182667667,3
,,,,99.14455701882406,,,87.7844017545101,0
,,,,97.78595790061163,,,74.11963270606029,1
,,,,96.526528701736,,,54.25330723267153,3
,,,,95.31301402829196,,,66.5267992991287,2
,,,,93.96751238499496,,,87.63143951847654,3
,,,,98.7686288947004,,,102.8156344034522,
,,,,96.52020616603664,,,56.65600868031159,1
,,,,96.99687462725636,,,55.668419772173074,4
,,,,96.46034860596838,,,51.39144863702593,4
,,,,94.95438253164885,,,63.494251294595934,4
,,,,100.0,,,89.21341778457125,4
,,,,100.0,,,94.7428675547464,3
,,,,94.4064619096501,,,43.820146254626245,4
,,,,98.7746081491902,,,56.92238219274415,0
,,,,95.63182367245888,,,54.11657980572498,0
,,,,99.61794257522786,,,61.9848556813225,2
,,,,100.0,,,,1
,,,,99.55682319768516,,,69.03874559942318,3
,,,,96.15919194648043,,,82.70728835664585,0
,,,,96.59307642547954,,,46.10031494137503,4
,,,,97.12893177006988,,,67.19218380111559,3
,,,,99.38741506005402,,,95.49601454264156,4
,,,,97.55837198734548,,,96.06767712635094,1
,,,,99.38272657061395,,,99.97118599084058,4
,,,,98.02492978327489,,,80.89880595996705,1
,,,,97.86722602375724,,,65.17373708586675,3
,,,,98.243742201712,,,77.62293513742324,4
,,,,97.92504327673092,,,112.91577718572796,2
,,,,94.884244346133,,,67.04153143295018,0
,,,,96.09755996310362,,,102.49255038043626,1
,,,,100.0,,,40.0,1
,,,,98.95280067861356,,,83.57978042807241,0
,,,,100.0,,,84.7089773155754,1
,,,,96.227413056177,,,80.60379074919707,0
,,,,97.99125535997858,,,81.58596488779101,0
,,,,97.60528746263287,,,82.84823237899181,1
,,,,95.91048493062318,,,83.54983357697817,3
,,,,94.63732288136237,,,70.03890620269352,2
,,,,96.0209875677212,,,70.93453605947691,3
,,,,100.0,,,54.58776260494457,3
,,,,97.04441371039698,,,85.98733562109169,3
,,,,97.36940053135834,,,94.5341378661715,0
,,,,97.98139885670844,,,101.16576927263986,1
,,,,98.32554484648,,,62.68379985428577,3
,,,,97.3974238661808,,,49.13880452062571,1
,,,,97.22226666746155,,,80.64466244600031,1
,,,,98.79546425086087,,,57.66560816226756,0
,,,,100.0,,,83.57652394458012,3
,,,,96.7686380383538,,,41.91982744979009,1
,,,,94.9385639862546,,,91.30814192657095,0
,,,,96.74567590389478,,,77.29920520815911,2
,,,,97.80055593366356,,,46.1799227755467,2
,,,,94.31734031114624,,,79.56123969049054,1
,,,,98.19882899248412,,,76.42442233729683,3
,,,,99.1457619149639,,,82.84339814143586,4
,,,,95.9347090028611,,,87.03020404094957,3
,,,,97.40910397844816,,,40.0,0
,,,,99.35418105758612,,,67.93188662657711,1
,,,,97.9363961571105,,,73.66454962450494,0
,,,,98.31365984460818,,,70.56941286693258,3
,,,,97.79153875507772,,,69.73457243728066,2
,,,,98.18164630399114,,,90.81675340728738,2
,,,,100.0,,,49.03102398049035,4
,,,,99.1496027040274,,,70.62774430857418,0
,,,,93.9292266923867,,,71.81615367489584,0
,,,,98.33123322456096,,,73.35863904304101,2
,,,,100.0,,,60.34029017285593,2
,,,,,,,107.12619581925802,0
,,,,94.38599871759769,,,89.67882920087712,0
,,,,95.95709494289626,,,108.17303114915384,1
,,,,97.80215004576196,,,84.60406850197515,4
,,,,96.41406474958214,,,86.4342138642612,3
,,,,100.0,,,74.9342708497018,4
,,,,,,,98.4462468701204,2
,,,,97.90767933056588,,,83.48291987721812,1
,,,,97.98859769010616,,,72.14026730528705,
,,,,100.0,,,102.69857475441594,0
,,,,97.823046343407,,,,3
,,,,100.0,,,64.01824491662285,2
,,,,97.49269337375232,,,117.15926886369355,4
,,,,97.75548920966226,,,85.06055188257908,1
,,,,97.25532618746932,,,40.0,1
,,,,94.51838798493112,,,90.283980266754,4
,,,,100.0,,,59.65344590377325,4
,,,,99.43942038228688,,,66.38528619131107,4
,,,,97.96520764383924,,,113.26410052790898,3
,,,,97.06500462917984,,,99.83274337000005,0
,,,,95.53834958786494,,,104.9716730375304,4
,,,,96.91265669472337,,,65.8905168783719,2
,,,,97.9314494294018,,,70.63340133607687,2
,,,,98.6318131771133,,,78.27998433887835,4
,,,,98.9347235344923,,,88.025958445313,3
,,,,96.1759396944736,,,69.87024022173935,4
,,,,96.26024701590364,,,103.17559805203663,1
,,,,97.8549114912404,,,82.36778590177283,4
,,,,97.31760179423236,,,,3
,,,,99.35347894047096,,,63.30015514481759,2
,,,,95.19383724309216,,,68.71682141559256,3
,,,,99.15421802529896,,,78.6851126528246,1
,,,,98.1209001958186,,,,4
,,,,96.76326910032786,,,90.71586598530313,3
,,,,98.6430586938842,,,91.01471567574976,3
,,,,99.18355507186985,,,71.41405380618843,1
,,,,94.194225808751,,,84.86956771199863,3
,,,,100.0,,,105.62781130294648,0
,,,,97.9136664545161,,,90.66896171067704,0
,,,,98.92187351987248,,,84.78002183779122,4
,,,,98.86769750748728,,,94.42975142407404,3
,,,,98.33477140254564,,,100.21230250941258,3
,,,,96.95622079912128,,,97.76871429334516,3
,,,,98.18440300976523,,,73.92032094423917,1
,,,,98.00736185544964,,,88.5342749980789,3
,,,,98.56809098351329,,,70.529093089287,2
,,,,100.0,,,74.18333863577963,1
,,,,97.39050659449096,,,82.18862429781886,1
,,,,96.16412290281926,,,53.27330726517895,2
,,,,98.08921549239328,,,80.52964710674621,2
,,,,96.52869825142604,,,64.62837936912817,4
,,,,95.7767083559942,,,57.20834583407794,4
,,,,96.5165164813968,,,86.92371092563869,4
,,,,95.21137663894748,,,71.08820718941409,
,,,,95.42845592952948,,,78.29980452422264,1
,,,,100.0,,,71.45437764185738,3
,,,,100.0,,,65.7503384432099,4
,,,,97.93409055104682,,,76.76355657721423,4
,,,,95.83386630401246,,,54.566276292064,2
,,,,94.24563729436576,,,73.55641443916883,2
,,,,97.43535670455094,,,104.71099797427712,4
,,,,99.2987228933954,,,57.00785162115166,0
,,,,97.7589119713857,,,96.39237451074293,2
,,,,99.88347034911764,,,106.30196706652872,3
,,,,97.14179833990296,,,63.21737719812579,0
,,,,97.4235216882255,,,79.91413437512853,0
,,,,99.07669455037026,,,55.504059448268094,1
,,,,95.32397879677616,,,53.259443507161365,1
,,,,98.40288369694892,,,77.50755019402459,0
,,,,98.30669464419069,,,81.13770245713232,3
,,,,97.53594112765948,,,66.49627395716757,2
,,,,100.0,,,58.03509240511101,3
,,,,99.37804935056911,,,63.241089136757,4
,,,,94.83268290663382,,,88.36639933997066,4
,,,,97.2370667093082,,,88.46886378999267,1
,,,,96.60618415047604,,,84.63763591833836,4
,,,,97.76572748507864,,,69.21593706312628,2
,,,,96.02419475142646,,,58.86657454108197,3
,,,,95.88762169310098,,,94.69140988509062,4
,,,,97.66449892146908,,,99.61751864208658,3
,,,,98.16106266741222,,,67.12638453890467,3
,,,,96.35468915864172,,,72.61649072997186,0
,,,,96.123874232429,,,,0
,,,,94.83282322941426,,,83.00906097088591,4
,,,,98.63715036098289,,,106.13679331862993,2
,,,,97.21416911808237,,,89.15446226725346,3
,,,,96.8065056832383,,,108.17997299301204,4
,,,,99.66667518959991,,,69.14423850884563,4
,,,,92.88962220679734,,,55.38577739717965,3
,,,,99.05045211155388,,,97.56462004053566,4
,,,,100.0,,,77.57706736074006,0
,,,,93.81627433185682,,,61.604140429756384,4
,,,,94.08919015797888,,,103.0848126107958,4
,,,,95.0958385233068,,,215.19468105471688,2
,,,,95.58959899353349,,,58.20315186996829,3
,,,,100.0,,,84.02415723881339,0
,,,,97.46156401749936,,,55.47377817132886,4
,,,,100.0,,,90.3352603349465,0
,,,,97.25196609357812,,,57.715315321172966,0
,,,,97.41384145972224,,,78.77235051994175,2
,,,,100.0,,,79.75019489684975,2
,,,,92.8878460996044,,,78.97377505838791,1
,,,,98.21873525329062,,,55.68459279201884,0
,,,,99.0880855773694,,,72.08202878707178,2
,,,,100.0,,,95.60382164006135,0
,,,,99.78899962518898,,,71.96974922037451,2
,,,,,,,,4
,,,,100.0,,,68.3239335129681,0
,,,,100.0,,,56.12555207484195,3
,,,,99.29949200222406,,,42.27401654548287,0
,,,,95.97650991783064,,,72.35338623970537,1
,,,,98.303607138092,,,76.50015749012707,0
,,,,99.64246396873526,,,85.48327402176926,3
,,,,97.44428405037662,,,82.01047907227709,4
,,,,99.39725539200134,,,84.21971123564548,1
,,,,97.86368621777189,,,74.38394205024487,1
,,,,96.86366474536676,,,,4
,,,,98.29936988747518,,,62.377486926910336,2
,,,,95.2624036475343,,,70.24333078873424,2
,,,,98.5055011097288,,,,3
,,,,96.56802266749986,,,69.1513321038002,3
,,,,99.15601972944198,,,73.34674084116592,2
,,,,95.72764388236097,,,81.06276962877169,3
,,,,100.0,,,92.51191784567057,0
,,,,95.95375489222027,,,77.1300465785474,4
,,,,,,,61.74383987309502,1
,,,,97.70103338221068,,,68.84884742076135,2
,,,,99.04151007489018,,,83.10009157353201,3
,,,,99.46492625509714,,,70.57334983389818,3
,,,,97.60038373512664,,,67.99048534677098,4
,,,,97.66884651408084,,,61.02000333704878,2
,,,,97.6233439449702,,,92.90223472894444,2
,,,,94.07921704948032,,,73.17633723371517,2
,,,,99.66807575976956,,,73.27144367099052,2
,,,,98.08331818650036,,,85.19834512059121,2
,,,,97.31999805175109,,,54.56459949171775,2
,,,,97.7373036431237,,,75.62980687801627,2
,,,,97.11471070766028,,,97.57982589029228,2
,,,,93.91965084102642,,,74.04249766910557,0
,,,,97.12415273265724,,,78.29273424244028,1
,,,,97.98519742963624,,,77.95756265976699,0
,,,,96.37687264765287,,,90.92016557629248,1
,,,,98.1026218244437,,,78.01837396531442,0
,,,,99.69641557270688,,,112.02877340494004,2
,,,,96.8091537379063,,,78.46914503642314,2
,,,,95.12199117583118,,,68.46370831158757,2
,,,,98.09979397030502,,,97.67920246304232,3
,,,,,,,71.83970793444426,4
,,,,100.0,,,66.00597826669984,0
,,,,97.02911146639067,,,57.173591865617816,4
,,,,98.06822367696086,,,82.18138658887216,4
,,,,100.0,,,68.13809521151686,
,,,,96.28107383740084,,,63.33968438038553,1
,,,,99.11253461427042,,,66.51280317573809,4
,,,,99.04637672684132,,,69.55019311041576,0
,,,,99.23607585629456,,,87.49072082895489,0
,,,,96.82780464273104,,,82.25303810903502,3
,,,,,,,72.83189669327412,0
,,,,97.48928803733536,,,83.41258797132299,1
,,,,97.97469297162276,,,73.40489072914738,3
,,,,95.32181231026898,,,78.0984991875742,
,,,,99.0401062226776,,,64.99589648694763,4
,,,,99.67944661178348,,,65.13444021048103,1
,,,,,,,77.27021351269607,2
,,,,99.79781196598492,,,77.30385384517133,1
,,,,95.66611004278272,,,90.16771240181862,1
,,,,96.54236267792491,,,82.48986921341215,2
,,,,98.0541636261357,,,67.62079982370298,2
,,,,98.19370514561288,,,55.798906389797125,0
,,,,100.0,,,88.23886239118838,2
,,,,99.26774488856732,,,79.97506651287894,3
,,,,98.55293493746946,,,89.53834198789238,0
,,,,96.65787231953053,,,81.88144193961261,1
,,,,97.00142138371932,,,102.07443784622032,1
,,,,96.0778166678263,,,71.7543024273265,3
,,,,97.04308952734684,,,75.62112401209964,2
,,,,100.0,,,86.85706097752386,0
,,,,97.77618595232316,,,87.94523704856805,2
,,,,98.3642300667949,,,79.90643933088899,4
,,,,97.1193327419066,,,51.133585498217705,3
,,,,96.12745044967365,,,48.48051591281973,2
,,,,98.29490561576864,,,69.21075960155082,0
,,,,98.29872423628431,,,75.32722575834005,2
,,,,100.0,,,46.98022467419263,3
,,,,97.02089004225382,,,74.55286181600357,3
,,,,97.12069152702976,,,84.76780678354086,1
,,,,96.4499030979154,,,74.11200417518145,0
,,,,98.44082670515463,,,79.42689829297936,1
,,,,100.0,,,83.81726346686563,0
,,,,100.0,,,50.98097810271652,1
,,,,100.0,,,84.78872731333897,3
,,,,95.46559531897536,,,63.99699383029696,
,,,,98.66416157484444,,,71.42840636264002,1
,,,,98.8954411775422,,,65.08362225756221,4
,,,,95.04767428896804,,,91.10829624222104,0
,,,,99.91915165490822,,,57.413706559921366,1
,,,,93.41724614812502,,,95.72017902316811,2
,,,,97.51566703414665,,,110.87741579463022,0
,,,,94.69812788335528,,,,4
,,,,100.0,,,66.20919953256005,
,,,,97.77083074072284,,,84.186715878249,0
,,,,99.89970483498088,,,60.09825236950938,2
,,,,98.05322555783916,,,70.9218775213582,0
,,,,,,,,0
,,,,100.0,,,64.30768477733649,1
,,,,97.9332512951085,,,76.22974708105784,3
,,,,95.6345771656448,,,89.23104411641597,3
,,,,96.73398604327744,,,73.82527334555748,3
,,,,95.99286806851372,,,59.42018379707882,0
,,,,97.82144513115963,,,92.47329942808564,3
,,,,97.4381802482292,,,95.83552013322296,2
,,,,97.58561301959996,,,80.52869548180348,3
,,,,98.95285705645696,,,60.27311474590695,2
,,,,100.0,,,61.83409104469801,4
,,,,98.14775152016064,,,40.0,0
,,,,96.37032129752168,,,66.11808787137971,4
,,,,100.0,,,90.98369166728352,4
,,,,100.0,,,64.74047523830919,
,,,,99.10089855827717,,,60.66101068642335,2
,,,,98.27459607896748,,,,2
,,,,98.79052491345892,,,92.26919532941254,3
,,,,93.31542663941906,,,66.95803253990516,1
,,,,94.8059031908751,,,82.64173451116051,3
,,,,99.74794743768028,,,61.983719029688565,0
,,,,100.0,,,69.86051785484715,1
,,,,94.38606766820538,,,47.69834538281013,1
,,,,96.24683512602196,,,80.40153219109159,4
,,,,96.67096381073516,,,73.45629705355122,0
,,,,96.12486722907256,,,64.9210901311267,0
,,,,98.60862661985324,,,73.61954949615986,4
,,,,99.48983779766913,,,71.77423563881034,0
,,,,95.96187239508892,,,62.59130911811904,0
,,,,95.15950564547792,,,80.97826155700427,4
,,,,95.64963299399535,,,70.53076225700306,1
,,,,97.09274124380325,,,72.98579599633611,0
,,,,100.0,,,53.09007951660068,4
,,,,98.13359947433258,,,73.11573630860862,3
,,,,100.0,,,72.31005049675996,4
,,,,99.58477841729648,,,62.61578879547892,0
,,,,96.74845596616964,,,82.9731561675644,1
,,,,98.27063937404108,,,43.3828721755131,4
,,,,96.95009903536658,,,67.7670243429123,1
,,,,95.81154278479823,,,79.64931641020165,3
,,,,97.38502167958904,,,106.47763679369784,3
,,,,99.58201560500748,,,54.51490597502182,2
,,,,96.84651426566028,,,76.32941194152602,2
,,,,97.5245308596982,,,83.2185418950022,2
,,,,96.81802230607342,,,75.95021891467668,0
,,,,100.0,,,56.51484611503843,4
,,,,97.64067587313524,,,67.74491100219578,0
,,,,97.35934455432049,,,40.0,4
,,,,97.40667004810771,,,75.0579890224815,1
,,,,98.65494075887072,,,,1
,,,,98.17458656399523,,,81.8349141144117,0
,,,,99.92509059151962,,,65.19866431877648,0
,,,,97.23341385110253,,,63.78727764749863,0
,,,,100.0,,,77.49825386405112,1
,,,,96.55152467779725,,,78.90384845435477,1
,,,,98.2434948603191,,,88.06926452828338,3
,,,,98.93949577646735,,,71.07957124810328,0
,,,,97.96110013748915,,,73.41327802682781,0
,,,,98.02873775340396,,,54.20513878832388,1
,,,,96.23945821080314,,,96.72599134877794,1
,,,,99.34524413035692,,,60.98339314469588,3
,,,,98.31876846706264,,,85.87252048004319,1
,,,,98.05517876582722,,,85.98280938695734,3
,,,,94.19863398308432,,,80.99853982091965,0
,,,,99.13215504767788,,,71.4391443911027,1
,,,,99.25284600587732,,,69.55896347716607,1
,,,,92.48373965752224,,,74.03885523989976,4
,,,,,,,46.441672022220224,3
,,,,97.53888100537092,,,74.60851445548012,3
,,,,,,,97.2862640949456,3
,,,,96.066158366556,,,71.61222766691645,3
,,,,95.52714398744372,,,74.50889749845676,2
,,,,96.30119854855737,,,59.63823690344064,0
,,,,99.07348766748804,,,77.78530963263411,3
,,,,99.17577897424678,,,,2
,,,,99.15612256094316,,,,1
,,,,97.48642802387064,,,92.11992394345336,2
,,,,100.0,,,95.39394938225482,4
,,,,93.0883692899767,,,53.34685743753669,3
,,,,95.98486085980728,,,,1
,,,,98.50631373833149,,,,3
,,,,,,,68.77394087568385,3
,,,,97.44894937726336,,,92.8901629161224,4
,,,,98.08796265830524,,,81.21668175498279,1
,,,,97.4091761276882,,,95.5967376279973,1
,,,,95.2414215425492,,,55.98569715446186,0
,,,,99.6552792914962,,,,2
,,,,99.6684538468704,,,76.40585319490107,0
,,,,100.0,,,92.58885799645972,3
,,,,94.23216419169977,,,81.82199183510706,3
,,,,99.53890212175816,,,60.77493027738748,3
,,,,96.27350459262036,,,101.64513467813624,2
,,,,97.75492552217236,,,70.57939232829523,1
,,,,96.69630592590153,,,61.254982406114486,1
,,,,96.08485182446115,,,63.37353909306926,1
,,,,99.24346265123188,,,55.01639181832767,1
,,,,100.0,,,41.29045335563638,0
,,,,100.0,,,73.25109866841409,1
,,,,100.0,,,51.6809476845672,2
,,,,95.77007882448925,,,79.70501546397124,1
,,,,97.7401607194469,,,89.76423975364813,1
,,,,97.89117393250454,,,80.64930070269544,2
,,,,99.06536538644932,,,75.65981537450921,3
,,,,99.4696154148915,,,51.887163165762445,4
,,,,97.07248281258757,,,87.69074022700774,1
,,,,100.0,,,104.19845880764493,0
,,,,100.0,,,96.1240361216201,
,,,,98.71638980394675,,,55.0419706102325,3
,,,,96.86868573775064,,,73.83048912049803,3
,,,,100.0,,,,0
,,,,100.0,,,69.02945091396688,2
,,,,99.39102310057535,,,75.40617057373856,0
,,,,97.9930092155542,,,,3
,,,,100.0,,,76.61035976380855,4
,,,,,,,68.33485288019567,1
,,,,97.87044863089488,,,79.46855049485903,4
,,,,100.0,,,55.30039382071992,4
,,,,97.95709544325062,,,64.25886147011674,3
,,,,98.05465852954988,,,89.79348110289499,3
,,,,98.43904932981178,,,77.82516489548811,0
,,,,96.18037001907226,,,106.52595131488027,4
,,,,95.71232126341216,,,79.0152066875897,3
,,,,96.92892590939222,,,56.31263155314137,4
,,,,97.63182093710545,,,51.22410847598941,0
,,,,100.0,,,90.02468129490536,0
,,,,98.52507802043378,,,59.37709998780085,0
,,,,100.0,,,58.03314769859253,1
,,,,99.07364325729873,,,67.27523213452442,4
,,,,99.73099335838852,,,89.94387107671102,2
,,,,99.26441801751584,,,69.48414089143103,0
,,,,100.0,,,62.37582633168053,0
,,,,98.11847414081144,,,93.18910579937231,4
,,,,98.18579388035786,,,90.62924840761794,1
,,,,95.8756988906659,,,100.00599222536208,4
,,,,99.78557173134772,,,95.2699582066148,0
,,,,97.02026419474238,,,90.88374053842924,2
,,,,99.45719741193494,,,,1
,,,,98.38481756710397,,,84.8854293973887,0
,,,,,,,93.2195291109548,3
,,,,98.19349470254366,,,102.8369736386198,3
,,,,97.14382226323058,,,77.56686937594691,1
,,,,95.141747061304,,,67.62060606787736,0
,,,,98.67109411039118,,,61.73802506893733,3
,,,,100.0,,,89.69145528524733,2
,,,,96.05001062206468,,,64.99903881709709,3
,,,,92.64469923620534,,,76.60865022594068,1
,,,,100.0,,,61.796015407844514,0
,,,,94.78245628166738,,,72.6161751206597,1
,,,,100.0,,,81.58478654945425,1
,,,,100.0,,,79.0387585996095,4
,,,,98.16656580621644,,,86.0692336162767,0
,,,,96.71643235338097,,,54.3886125436262,1
,,,,100.0,,,73.25184891060479,4
,,,,98.32545677608078,,,67.94699328887614,3
,,,,100.0,,,60.26472031725866,0
,,,,99.07910767363464,,,63.75729342359852,4
,,,,100.0,,,61.58877225126282,0
,,,,99.61133890869236,,,80.24896259976539,1
,,,,100.0,,,81.00208349569814,0
,,,,98.72911198191616,,,88.13436329680744,1
,,,,97.88762413652536,,,79.9209430610397,4
,,,,97.16456080760342,,,77.38205896955326,4
,,,,96.17813253910278,,,76.18336706644713,3
,,,,97.77422210027188,,,85.13486806629935,0
,,,,95.9962776130664,,,43.3971640845168,4
,,,,97.18349963452935,,,74.11303424460633,1
,,,,98.46676901119216,,,79.7580335573377,0
,,,,99.05797204404143,,,101.8444604495958,1
,,,,100.0,,,58.32636876582439,3
,,,,98.50805991928353,,,57.79710492059424,1
,,,,98.97019221199314,,,40.93552081308547,1
,,,,97.57924023858445,,,54.138290948501,4
,,,,98.01523489576914,,,72.73043146164459,4
,,,,98.15364480354978,,,64.1395034852132,1
,,,,100.0,,,63.8192762375871,4
,,,,98.8465760095686,,,75.34393458153848,2
,,,,95.61762152621976,,,83.73459072754297,2
,,,,98.46545985280667,,,75.18757523015444,3
,,,,96.30540727294908,,,75.40047613553786,1
,,,,96.6993204572276,,,81.05413818943616,4
,,,,98.10362927559304,,,47.50936372375334,1
,,,,98.89026342242894,,,76.93491880852041,3
,,,,98.76572765718088,,,73.87601070565185,3
,,,,96.65573688301902,,,74.89349816676398,0
,,,,94.93036801310072,,,66.23910404348264,3
,,,,97.74120917127816,,,71.91790848550627,0
,,,,97.87065190010294,,,81.03969627714947,1
,,,,97.82309251448024,,,99.13571678253795,0
,,,,98.42633938691333,,,49.6294376576958,3
,,,,97.14764974629696,,,83.57675835373384,2
,,,,99.8280693606826,,,93.26795272503334,2
,,,,99.343825869559,,,55.94160739592486,4
,,,,99.64561772885584,,,72.30881175010609,1
